lead_id,contact_id,campaign_id,lead_owner,email_clean,phone_clean,phone_valid,phone_issue,phone_source,phone_extension,company_clean,source_final,lead_status_clean,campaign_name,campaign_channel,campaign_source,lead_created_at,lead_converted_at,campaign_start_date,campaign_end_date,first_activity_date,last_activity_date,total_activities,unique_campaigns_count,activity_types_count,email_valid,has_contact,has_campaign,has_source,has_company,has_activity,lead_created_valid,lead_created_future,duplicate_email,duplicate_phone,duplicate_company_name,is_duplicate,missing_critical_fields_count,quality_score,quality_level,campaign_ready,campaign_ready_label,cleaning_priority
1536,,113,Non renseigne,mary.lopez1536@agiledynamics.com,,False,Téléphone manquant,lead,,Agile Dynamics,social media,new,Event Promotion Campaign - Webinar,webinar,webinar,2024-04-07 00:00:00,,2024-08-09 00:00:00,2024-11-11 00:00:00,2021-06-06 16:05:00,2024-09-14 17:42:00,5.0,5.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1537,,128,Non renseigne,linda.williams1537@pulsepointdigital.com,,False,Téléphone manquant,lead,,PulsePoint Digital,event,sql,Partner - Brand Awareness - Q2 2024,partner,partner,2020-10-03 00:00:00,,2024-05-08 00:00:00,2024-08-22 00:00:00,2020-06-16 08:59:00,2024-07-31 00:38:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1538,,65,Non renseigne,sandra.ramirez@acme.com,+13184673390,True,OK,contact,,VertexAI,event,converted,Product Launch Campaign - Paid Social,paid social,paid social,2023-10-23 00:00:00,2023-11-03 00:00:00,2024-11-21 00:00:00,2025-01-23 00:00:00,2024-10-08 11:37:00,2024-12-25 00:00:00,2.0,2.0,1.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
1539,,57,Non renseigne,michael.smith1539@truenorthdata.com,,False,Téléphone manquant,lead,,TrueNorth Data,partner referral,disqualified,Product Launch Campaign - Organic Search,organic search,organic search,2022-12-14 00:00:00,,2024-09-27 00:00:00,2024-12-14 00:00:00,2021-06-02 09:07:00,2024-12-01 04:18:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1540,,90,Non renseigne,steven.robinson@umbrella.co,+17273322026,True,OK,contact,,CyberVault,partner referral,converted,FY2024 Demand Gen - Direct Mail,direct mail,direct mail,2024-10-03 00:00:00,2024-10-17 00:00:00,2024-02-01 00:00:00,2024-05-31 00:00:00,2021-03-17 05:34:00,2024-02-23 18:58:00,5.0,5.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
1541,,169,Non renseigne,jessica.lopez1541@insightplatforms.com,,False,Téléphone manquant,lead,,Insight Platforms,social media,disqualified,Partner - Thought Leadership - Q1 2024,partner,partner,2023-11-12 00:00:00,,2024-01-05 00:00:00,2024-02-24 00:00:00,2020-06-09 20:18:00,2024-01-12 05:06:00,5.0,5.0,5.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1542,,180,Non renseigne,michael.wilson1542@metasync.com,,False,Téléphone manquant,lead,,MetaSync,outbound sdr,nurture,FY2020 ABM - Paid Social,paid social,paid social,2020-05-19 00:00:00,,2020-12-31 00:00:00,2021-02-08 00:00:00,2021-01-28 11:42:00,2021-01-28 11:42:00,1.0,1.0,0.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1543,,125,Non renseigne,nancy.martin1543@primepathdigital.com,,False,Téléphone manquant,lead,,PrimePath Digital,inbound web,sql,Email - Product Launch - Q2 2024,email,email,2022-07-11 00:00:00,,2024-04-10 00:00:00,2024-07-16 00:00:00,2020-07-17 20:29:00,2024-06-13 18:29:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1544,,113,Non renseigne,david.brown1544@pulsepointdigital.com,,False,Téléphone manquant,lead,,PulsePoint Digital,partner referral,working,Event Promotion Campaign - Webinar,webinar,webinar,2020-04-20 00:00:00,,2024-08-09 00:00:00,2024-11-11 00:00:00,2024-03-18 15:48:00,2024-10-15 15:13:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1545,,124,Non renseigne,elizabeth.robinson@globex.com,+16407018484,True,OK,contact,,TrueNorth Data,product led,converted,Event - Event Promotion - Q3 2024,event,event,2023-04-02 00:00:00,2023-04-14 00:00:00,2024-09-12 00:00:00,2024-12-14 00:00:00,2021-06-21 10:01:00,2024-12-02 01:25:00,5.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,0,90,Excellent,True,Oui,OK
1546,,189,Non renseigne,christopher.lopez1546@cybervault.com,,False,Téléphone manquant,lead,,CyberVault,product led,mql,Event Promotion Campaign - Paid Search,paid search,paid search,2020-02-03 00:00:00,,2024-01-16 00:00:00,2024-05-04 00:00:00,2020-06-05 00:55:00,2024-03-14 00:47:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1547,,93,Non renseigne,andrew.rodriguez@piedpiper.com,+19547173955,True,OK,contact,,VertexAI,paid search,converted,Event - Product Launch - Q4 2024,event,event,2024-11-08 00:00:00,2024-11-29 00:00:00,2024-10-25 00:00:00,2024-12-11 00:00:00,2020-10-07 13:03:00,2024-11-16 01:04:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
1548,,120,Non renseigne,daniel.jackson1548@rapidcloud.com,,False,Téléphone manquant,lead,,RapidCloud,social media,disqualified,FY2022 Nurture - Organic Search,organic search,organic search,2022-06-22 00:00:00,,2022-12-13 00:00:00,2023-04-05 00:00:00,2020-02-03 17:35:00,2023-01-01 05:14:00,5.0,5.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1549,,,Non renseigne,daniel.gonzalez1549@cloudscalesystems.com,,False,Téléphone manquant,lead,,CloudScale Systems,event,mql,,,,2024-09-03 00:00:00,,,,,,0.0,0.0,0.0,True,False,False,True,True,False,True,False,False,False,False,False,2,65,Correct,True,Oui,Priorité faible
1550,,43,Non renseigne,,,False,Téléphone manquant,lead,,TechFlow Inc,outbound cold,mql,FY2024 Brand Awareness - Referral,referral,referral,2022-08-30 00:00:00,,2024-02-15 00:00:00,2024-04-15 00:00:00,2020-06-13 10:59:00,2024-03-21 16:54:00,4.0,4.0,4.0,False,False,True,True,True,True,True,False,False,False,True,False,2,50,À corriger,False,Non,Priorité moyenne
1551,,123,Non renseigne,betty.gonzalez@initech.com,,False,Format possible mais numéro non validé,contact,,FutureForge,inbound webinar,converted,Email - Nurture - Q3 2022,email,email,2024-02-23 00:00:00,2024-04-02 00:00:00,2022-08-18 00:00:00,2022-12-08 00:00:00,2022-04-25 13:32:00,2022-10-17 13:13:00,4.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1552,,57,Non renseigne,,,False,Téléphone manquant,lead,,BrightWave Tech,inbound web,sql,Product Launch Campaign - Organic Search,organic search,organic search,2021-11-18 00:00:00,,2024-09-27 00:00:00,2024-12-14 00:00:00,2021-01-27 13:43:00,2024-09-29 13:20:00,6.0,6.0,5.0,False,False,True,True,True,True,True,False,False,False,False,False,2,50,À corriger,False,Non,Priorité moyenne
1553,,75,Non renseigne,richard.miller1553@databridgecorp.com,,False,Téléphone manquant,lead,,DataBridge Corp,outbound cold,mql,FY2023 Product Launch - Direct Mail,direct mail,direct mail,2021-11-26 00:00:00,,2023-08-23 00:00:00,2023-09-03 00:00:00,2022-01-31 23:19:00,2023-09-02 02:20:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1554,,,Non renseigne,elizabeth.hernandez1554@corestack.com,,False,Téléphone manquant,lead,,CoreStack,partner referral,mql,,,,2020-01-29 00:00:00,,,,,,0.0,0.0,0.0,True,False,False,True,True,False,True,False,False,False,False,False,2,65,Correct,True,Oui,Priorité faible
1555,,87,Non renseigne,william.wilson1555@techflowinc.com,,False,Téléphone manquant,lead,,TechFlow Inc,inbound content,sql,FY2024 Demand Gen - Referral,referral,referral,2020-03-17 00:00:00,,2024-06-16 00:00:00,2024-07-02 00:00:00,2020-08-29 18:27:00,2024-06-26 18:29:00,6.0,6.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1556,,176,Non renseigne,william.thompson1556@cybervault.com,,False,Téléphone manquant,lead,,CyberVault,product led,mql,Partner - Demand Gen - Q1 2023,partner,partner,2022-05-02 00:00:00,,2023-01-13 00:00:00,2023-02-28 00:00:00,2020-08-14 03:36:00,2023-02-04 08:34:00,5.0,5.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1557,,43,Non renseigne,richard.davis1557@pulsepointdigital.com,,False,Téléphone manquant,lead,,PulsePoint Digital,social media,new,FY2024 Brand Awareness - Referral,referral,referral,2023-09-26 00:00:00,,2024-02-15 00:00:00,2024-04-15 00:00:00,2022-03-16 15:20:00,2024-04-01 02:39:00,4.0,4.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1558,,186,Non renseigne,donald.lewis,+12287384385,True,OK,contact,,NexGen Solutions,outbound sdr,converted,Webinar - Demand Gen - Q4 2024,webinar,webinar,2021-11-21 00:00:00,2021-12-22 00:00:00,2024-11-09 00:00:00,2025-02-24 00:00:00,2020-06-03 08:25:00,2024-12-22 00:00:00,6.0,5.0,6.0,False,False,True,True,True,True,True,False,False,False,False,False,1,65,Correct,False,Non,Priorité moyenne
1559,,117,Non renseigne,mary.jones@globex.com,,False,Format possible mais numéro non validé,contact,,TechFlow Inc,outbound cold,converted,ABM Campaign - Paid Search,paid search,paid search,2024-07-16 00:00:00,2024-09-26 00:00:00,2024-04-22 00:00:00,2024-08-01 00:00:00,2024-06-15 03:33:00,2024-06-15 03:33:00,1.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1560,,169,Non renseigne,william.rodriguez@waystar.io,+15484391119,True,OK,contact,,TechFlow Inc,paid search,converted,Partner - Thought Leadership - Q1 2024,partner,partner,2022-07-19 00:00:00,2022-08-01 00:00:00,2024-01-05 00:00:00,2024-02-24 00:00:00,2021-06-12 09:12:00,2024-01-06 07:11:00,3.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,0,90,Excellent,True,Oui,OK
1561,,21,Non renseigne,jennifer.williams1561@databridgecorp.com,,False,Téléphone manquant,lead,,DataBridge Corp,partner referral,mql,Paid Social - Event Promotion - Q3 2024,paid social,paid social,2023-07-19 00:00:00,,2024-08-23 00:00:00,2024-09-22 00:00:00,2022-03-10 16:45:00,2024-08-26 22:16:00,9.0,9.0,5.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1562,,2,Non renseigne,charles.wilson1562@vertexai.com,,False,Téléphone manquant,lead,,VertexAI,inbound content,new,Organic Search - Brand Awareness - Q4 2021,organic search,organic search,2023-02-08 00:00:00,,2021-12-20 00:00:00,2022-02-19 00:00:00,2021-12-23 10:17:00,2021-12-23 10:17:00,1.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1563,,41,Non renseigne,john.davis1563@corestack.com,,False,Téléphone manquant,lead,,CoreStack,inbound content,mql,Direct Mail - Event Promotion - Q1 2021,direct mail,direct mail,2022-06-07 00:00:00,,2021-02-17 00:00:00,2021-05-12 00:00:00,2021-04-24 18:11:00,2021-04-24 18:11:00,1.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1564,,155,Non renseigne,michael.jackson1564@streamlineanalytics.com,,False,Téléphone manquant,lead,,StreamLine Analytics,outbound cold,new,FY2024 Brand Awareness - Paid Social,paid social,paid social,2020-03-26 00:00:00,,2024-09-27 00:00:00,2024-10-08 00:00:00,2021-08-09 13:36:00,2024-10-02 20:52:00,4.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1565,,32,Non renseigne,,,False,Téléphone manquant,lead,,ScaleUp Systems,outbound cold,working,Demand Gen Campaign - Referral,referral,referral,2020-03-10 00:00:00,,2024-07-20 00:00:00,2024-08-05 00:00:00,2021-10-14 06:00:00,2024-07-29 22:23:00,3.0,3.0,2.0,False,False,True,True,True,True,True,False,False,False,True,False,2,50,À corriger,False,Non,Priorité moyenne
1566,,60,Non renseigne,mary.gonzalez1566@techflowinc.com,,False,Téléphone manquant,lead,,TechFlow Inc,product led,new,Organic Search - Brand Awareness - Q1 2022,organic search,organic search,2021-09-18 00:00:00,,2022-03-21 00:00:00,2022-04-16 00:00:00,2021-09-27 21:46:00,2022-04-06 10:19:00,3.0,1.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1567,,112,Non renseigne,patricia.brown1567@corestack.com,,False,Téléphone manquant,lead,,CoreStack,outbound cold,nurture,Event - Event Promotion - Q4 2023,event,event,2023-11-07 00:00:00,,2023-11-19 00:00:00,2024-02-14 00:00:00,2021-05-01 11:55:00,2024-01-07 23:42:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1568,,118,Non renseigne,william.moore1568@futureforge.com,,False,Téléphone manquant,lead,,FutureForge,outbound cold,new,FY2024 Brand Awareness - Referral,referral,referral,2020-04-16 00:00:00,,2024-11-26 00:00:00,2025-03-14 00:00:00,2020-06-04 05:22:00,2024-12-27 00:00:00,5.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1569,,137,Non renseigne,charles.brown1569@techflowinc.com,,False,Téléphone manquant,lead,,TechFlow Inc,social media,mql,FY2023 ABM - Partner,partner,partner,2020-04-22 00:00:00,,2023-07-16 00:00:00,2023-07-30 00:00:00,2022-07-25 00:39:00,2030-03-15 14:30:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1570,,68,Non renseigne,karen.davis1570@corestack.com,,False,Téléphone manquant,lead,,CoreStack,social media,working,ABM Campaign - Paid Search,paid search,paid search,2021-02-09 00:00:00,,2024-08-10 00:00:00,2024-11-12 00:00:00,2022-03-13 19:36:00,2024-10-20 14:00:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1571,,,Non renseigne,susan.garcia1571@insightplatforms.com,,False,Téléphone manquant,lead,,Insight Platforms,product led,nurture,,,,2021-11-01 00:00:00,,,,,,0.0,0.0,0.0,True,False,False,True,True,False,True,False,False,False,True,False,2,65,Correct,True,Oui,Priorité faible
1572,,71,Non renseigne,lisa.garcia1572@pulsepointdigital.com,,False,Téléphone manquant,lead,,PulsePoint Digital,outbound sdr,disqualified,ABM Campaign - Email,email,email,2022-02-24 00:00:00,,2024-02-26 00:00:00,2024-03-05 00:00:00,2020-11-04 21:37:00,2024-02-26 17:09:00,5.0,5.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1573,,85,Non renseigne,christopher.anderson1573@databridgecorp.com,,False,Téléphone manquant,lead,,DataBridge Corp,inbound content,mql,Direct Mail - Thought Leadership - Q2 2023,direct mail,direct mail,2021-05-15 00:00:00,,2023-06-16 00:00:00,2023-10-02 00:00:00,2021-04-02 23:40:00,2023-09-29 20:09:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1574,,195,Non renseigne,daniel.thomas1574@primepathdigital.com,,False,Téléphone manquant,lead,,PrimePath Digital,inbound web,mql,Paid Search - Demand Gen - Q4 2023,paid search,paid search,2022-08-02 00:00:00,,2023-11-07 00:00:00,2024-01-13 00:00:00,2022-09-04 23:44:00,2024-01-08 02:16:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1575,,93,Non renseigne,lisa.williams1575@innovateco.com,,False,Téléphone manquant,lead,,InnovateCo,product led,working,Event - Product Launch - Q4 2024,event,event,2021-12-16 00:00:00,,2024-10-25 00:00:00,2024-12-11 00:00:00,2020-08-25 16:00:00,2024-10-25 16:43:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1576,,198,Non renseigne,john.jones@waystar.io,,False,Format possible mais numéro non validé,contact,,TechFlow Inc,inbound web,converted,FY2024 Nurture - Paid Search,paid search,paid search,2021-04-07 00:00:00,2021-06-28 00:00:00,2024-09-06 00:00:00,2024-10-10 00:00:00,2020-04-25 00:20:00,2024-10-08 04:37:00,9.0,9.0,6.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1577,,24,Non renseigne,william.miller1577@innovateco.com,,False,Téléphone manquant,lead,,InnovateCo,inbound content,disqualified,FY2024 Brand Awareness - Content Syndication,content syndication,content syndication,2022-05-21 00:00:00,,2024-11-30 00:00:00,2025-03-20 00:00:00,2020-06-09 08:03:00,2024-12-10 00:25:00,7.0,7.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1578,,66,Non renseigne,joseph.brown1578@brightwavetech.com,,False,Téléphone manquant,lead,,BrightWave Tech,inbound web,working,Webinar - Thought Leadership - Q4 2024,webinar,webinar,2023-04-25 00:00:00,,2024-10-04 00:00:00,2025-01-14 00:00:00,2021-09-14 05:56:00,2024-12-29 02:08:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1579,,32,Non renseigne,jessica.moore1579@vertexai.com,,False,Téléphone manquant,lead,,VertexAI,inbound content,disqualified,Demand Gen Campaign - Referral,referral,referral,2024-04-10 00:00:00,,2024-07-20 00:00:00,2024-08-05 00:00:00,2024-05-31 07:28:00,2024-08-02 11:40:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1580,,84,Non renseigne,michael.martin1580@corestack.com,,False,Téléphone manquant,lead,,CoreStack,paid search,sql,FY2024 Product Launch - Webinar,webinar,webinar,2020-08-04 00:00:00,,2024-05-21 00:00:00,2024-06-28 00:00:00,2020-01-23 18:11:00,2024-05-23 21:13:00,7.0,6.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1581,,92,Non renseigne,barbara.martin@initech.com,+19714589040,True,OK,contact,,CoreStack,inbound content,converted,Content Syndication - Event Promotion - Q1 2024,content syndication,content syndication,2024-10-21 00:00:00,2024-11-27 00:00:00,2024-02-28 00:00:00,2024-05-16 00:00:00,2022-03-17 00:01:00,2024-04-15 13:51:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,0,90,Excellent,True,Oui,OK
1582,,69,Non renseigne,lisa.jones1582@techflowinc.com,,False,Téléphone manquant,lead,,TechFlow Inc,event,new,FY2023 Thought Leadership - Webinar,webinar,webinar,2023-12-15 00:00:00,,2023-03-24 00:00:00,2023-05-29 00:00:00,2023-04-15 13:26:00,2023-05-18 23:15:00,2.0,2.0,1.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1583,,136,Non renseigne,robert.moore1583@vertexai.com,,False,Téléphone manquant,lead,,VertexAI,inbound content,mql,Paid Search - Thought Leadership - Q3 2024,paid search,paid search,2023-03-12 00:00:00,,2024-07-06 00:00:00,2024-08-05 00:00:00,2020-02-05 17:43:00,2024-08-05 10:12:00,5.0,4.0,4.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1584,,52,Non renseigne,elizabeth.wilson1584@futureforge.com,,False,Téléphone manquant,lead,,FutureForge,outbound sdr,working,FY2023 Thought Leadership - Email,email,email,2021-06-07 00:00:00,,2023-12-05 00:00:00,2024-03-31 00:00:00,2022-03-02 22:17:00,2024-01-24 18:38:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1585,,75,Non renseigne,joseph.davis1585@innovateco.com,,False,Téléphone manquant,lead,,InnovateCo,outbound sdr,working,FY2023 Product Launch - Direct Mail,direct mail,direct mail,2021-11-08 00:00:00,,2023-08-23 00:00:00,2023-09-03 00:00:00,2020-04-11 16:38:00,2023-09-02 03:31:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1586,,21,Non renseigne,robert.thompson1586@primepathdigital.com,,False,Téléphone manquant,lead,,PrimePath Digital,outbound sdr,sql,Paid Social - Event Promotion - Q3 2024,paid social,paid social,2022-09-26 00:00:00,,2024-08-23 00:00:00,2024-09-22 00:00:00,2020-02-06 15:12:00,2024-08-29 13:21:00,5.0,5.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1587,,190,Non renseigne,robert.martinez1587@pulsepointdigital.com,,False,Téléphone manquant,lead,,PulsePoint Digital,social media,mql,Event - Event Promotion - Q4 2024,event,event,2023-10-05 00:00:00,,2024-10-16 00:00:00,2024-10-29 00:00:00,2022-11-23 03:54:00,2024-12-21 03:36:00,3.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1588,,166,Non renseigne,,,False,Téléphone manquant,lead,,VertexAI,product led,nurture,FY2024 Demand Gen - Organic Search,organic search,organic search,2021-05-20 00:00:00,,2024-12-12 00:00:00,2024-12-31 00:00:00,2020-10-13 01:35:00,2024-12-25 15:38:00,4.0,4.0,4.0,False,False,True,True,True,True,True,False,False,False,True,False,2,50,À corriger,False,Non,Priorité moyenne
1589,,183,Non renseigne,richard.brown1589@corestack.com,,False,Téléphone manquant,lead,,CoreStack,inbound webinar,working,FY2024 Brand Awareness - Email,email,email,2022-01-17 00:00:00,,2024-03-26 00:00:00,2024-05-27 00:00:00,2020-03-17 02:13:00,2024-05-14 17:46:00,5.0,5.0,3.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1590,,128,Non renseigne,patricia.smith1590@nexgensolutions.com,,False,Téléphone manquant,lead,,NexGen Solutions,inbound content,disqualified,Partner - Brand Awareness - Q2 2024,partner,partner,2020-01-21 00:00:00,,2024-05-08 00:00:00,2024-08-22 00:00:00,2022-04-19 06:05:00,2024-06-20 12:07:00,3.0,3.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1591,,118,Non renseigne,john.thompson1591@truenorthdata.com,,False,Téléphone manquant,lead,,TrueNorth Data,product led,mql,FY2024 Brand Awareness - Referral,referral,referral,2022-08-15 00:00:00,,2024-11-26 00:00:00,2025-03-14 00:00:00,2020-01-15 20:27:00,2024-12-19 00:00:00,11.0,10.0,4.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1592,,118,Non renseigne,richard.moore1592@metasync.com,,False,Téléphone manquant,lead,,MetaSync,paid search,nurture,FY2024 Brand Awareness - Referral,referral,referral,2021-06-11 00:00:00,,2024-11-26 00:00:00,2025-03-14 00:00:00,2022-03-20 11:01:00,2024-12-04 00:00:00,5.0,5.0,5.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1593,,3,Non renseigne,linda.davis@initech.com,+19286209638,True,OK,contact,,Insight Platforms,product led,converted,Webinar - Thought Leadership - Q2 2024,webinar,webinar,2022-05-31 00:00:00,2022-06-04 00:00:00,2024-04-25 00:00:00,2024-07-11 00:00:00,2021-06-01 08:30:00,2024-05-18 14:34:00,9.0,9.0,5.0,True,False,True,True,True,True,True,False,False,False,False,False,0,90,Excellent,True,Oui,OK
1594,,120,Non renseigne,david.lopez1594@metasync.com,,False,Téléphone manquant,lead,,MetaSync,inbound webinar,mql,FY2022 Nurture - Organic Search,organic search,organic search,2022-02-16 00:00:00,,2022-12-13 00:00:00,2023-04-05 00:00:00,2020-05-06 16:24:00,2023-03-30 22:19:00,5.0,5.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1595,,88,Non renseigne,nancy.thompson1595@truenorthdata.com,,False,Téléphone manquant,lead,,TrueNorth Data,paid search,new,FY2021 Nurture - Paid Search,paid search,paid search,2024-11-04 00:00:00,,2021-06-16 00:00:00,2021-08-09 00:00:00,2020-04-19 01:51:00,2021-06-28 17:36:00,3.0,3.0,1.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1596,,56,Non renseigne,michael.johnson1596@techflowinc.com,,False,Téléphone manquant,lead,,TechFlow Inc,event,disqualified,FY2023 Demand Gen - Paid Search,paid search,paid search,2022-07-16 00:00:00,,2023-06-09 00:00:00,2023-09-11 00:00:00,2023-06-18 05:38:00,2023-06-18 05:38:00,1.0,1.0,1.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1597,,24,Non renseigne,john.martinez1597@metasync.com,,False,Téléphone manquant,lead,,MetaSync,outbound sdr,disqualified,FY2024 Brand Awareness - Content Syndication,content syndication,content syndication,2023-02-01 00:00:00,,2024-11-30 00:00:00,2025-03-20 00:00:00,2020-05-09 19:34:00,2024-12-28 00:00:00,3.0,3.0,2.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1598,,166,Non renseigne,karen.thomas1598@agiledynamics.com,,False,Téléphone manquant,lead,,Agile Dynamics,inbound content,mql,FY2024 Demand Gen - Organic Search,organic search,organic search,2023-08-10 00:00:00,,2024-12-12 00:00:00,2024-12-31 00:00:00,2021-06-22 02:42:00,2024-12-28 08:59:00,4.0,4.0,3.0,True,False,True,True,True,True,True,False,False,False,False,False,1,75,Correct,True,Oui,Priorité faible
1599,,3,Non renseigne,charles.moore1599@innovateco.com,,False,Téléphone manquant,lead,,InnovateCo,inbound web,mql,Webinar - Thought Leadership - Q2 2024,webinar,webinar,2023-04-02 00:00:00,,2024-04-25 00:00:00,2024-07-11 00:00:00,2021-06-27 08:01:00,2024-05-31 12:36:00,2.0,2.0,2.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1600,,190,Non renseigne,elizabeth.garcia1600@primepathdigital.com,,False,Téléphone manquant,lead,,PrimePath Digital,inbound content,new,Event - Event Promotion - Q4 2024,event,event,2023-11-17 00:00:00,,2024-10-16 00:00:00,2024-10-29 00:00:00,2021-01-19 23:30:00,2024-10-22 02:48:00,6.0,6.0,5.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
1601,,184,Non renseigne,lisa.gonzalez1601@cloudscalesystems.com,,False,Téléphone manquant,lead,,CloudScale Systems,product led,working,Nurture Campaign - Event,event,event,2020-02-01 00:00:00,,2021-07-16 00:00:00,2021-09-15 00:00:00,2020-07-05 05:04:00,2030-03-15 14:30:00,6.0,6.0,6.0,True,False,True,True,True,True,True,False,False,False,True,False,1,75,Correct,True,Oui,Priorité faible
